timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-20T15:00:27,pynapple,e3220e9c-d87f-4478-9e93-67967438326e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.817925499984995,2.904424968907659e-06,2.457643660819614e-07,5.028599087909092,0.0,10.0,9.240671427395458e-06,0.0,2.0291448889313164e-05,2.9532120316708613e-05,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.8,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,1,1 x NVIDIA GeForce MX330,-38.5287,-3.717,7.729286193847656,machine,7.5,0,93.85,7.254140090942383,N,1.0,0.0
